case,label,model,sza_deg,o3col_du,source_file,UVB_280_315,UVBstar_280_320,UVA_315_400,DNA_damage,UV_index,P_Dam_C_1971,P_Dam_FC_2003,P_Dam_FC_2003_ext390
pal1,1% PAL,vulcan,30.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.929,3.852,51.26,0.0321,25.36,0.9743,1.659,2.05
pal1,1% PAL,vulcan,35.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.616,3.462,47.58,0.02658,21.99,0.8385,1.474,1.838
pal1,1% PAL,vulcan,40.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.283,3.044,43.47,0.02119,18.54,0.7004,1.281,1.614
pal1,1% PAL,vulcan,45.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.937,2.607,38.99,0.01616,15.11,0.564,1.085,1.385
pal1,1% PAL,vulcan,50.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.591,2.166,34.22,0.01172,11.86,0.4353,0.8941,1.158
pal1,1% PAL,vulcan,55.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.257,1.735,29.25,0.008041,8.909,0.3198,0.7135,0.9404
pal1,1% PAL,vulcan,60.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.9456,1.329,24.18,0.00517,6.356,0.2212,0.5487,0.7371
pal1,1% PAL,vulcan,65.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.6695,0.9612,19.15,0.003095,4.271,0.1422,0.4037,0.5537
pal1,1% PAL,vulcan,70.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.4382,0.6461,14.32,0.001723,2.675,0.08377,0.2813,0.3939
pal1,1% PAL,vulcan,75.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.2581,0.393,9.879,0.000901,1.545,0.04462,0.1825,0.2603
pal1,1% PAL,vulcan,80.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.1316,0.207,6.023,0.0004567,0.8098,0.02165,0.1064,0.1539
pal1,1% PAL,vulcan,85.0,115.8874,Earth_1pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.05526,0.08726,2.892,0.0002264,0.3697,0.009955,0.0504,0.07336
pal1,1% PAL,waccm,0.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,5.348,6.574,62.25,0.1556,68.08,2.835,3.728,4.198
pal1,1% PAL,waccm,5.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,5.31,6.529,61.94,0.1539,67.49,2.81,3.698,4.165
pal1,1% PAL,waccm,10.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,5.199,6.398,61.01,0.1487,65.74,2.734,3.606,4.067
pal1,1% PAL,waccm,15.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,5.016,6.182,59.49,0.1404,62.89,2.609,3.457,3.907
pal1,1% PAL,waccm,20.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,4.768,5.887,57.37,0.1294,59.05,2.443,3.256,3.69
pal1,1% PAL,waccm,25.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,4.458,5.52,54.7,0.1161,54.33,2.24,3.01,3.424
pal1,1% PAL,waccm,30.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,4.096,5.088,51.5,0.1013,48.91,2.007,2.726,3.117
pal1,1% PAL,waccm,35.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,3.692,4.605,47.82,0.08573,42.99,1.755,2.417,2.78
pal1,1% PAL,waccm,40.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,3.256,4.082,43.7,0.07007,36.79,1.492,2.091,2.424
pal1,1% PAL,waccm,45.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,2.802,3.534,39.21,0.05509,30.54,1.229,1.762,2.062
pal1,1% PAL,waccm,50.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,2.343,2.976,34.43,0.04145,24.49,0.9773,1.44,1.704
pal1,1% PAL,waccm,55.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,1.893,2.426,29.45,0.02969,18.86,0.7455,1.138,1.365
pal1,1% PAL,waccm,60.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,1.469,1.902,24.36,0.02012,13.86,0.5419,0.8645,1.053
pal1,1% PAL,waccm,65.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,1.085,1.421,19.32,0.01286,9.656,0.3725,0.6276,0.7776
pal1,1% PAL,waccm,70.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,0.7523,0.9991,14.47,0.007757,6.318,0.2401,0.4316,0.5441
pal1,1% PAL,waccm,75.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,0.4803,0.6474,10.0,0.004441,3.844,0.1435,0.2771,0.3549
pal1,1% PAL,waccm,80.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,0.2719,0.3717,6.122,0.002423,2.131,0.07818,0.1611,0.2086
pal1,1% PAL,waccm,85.0,57.9193,Earth_1pc_o2.cam.h0.0045-0048.nc,0.1247,0.1713,2.957,0.001197,1.006,0.03674,0.07714,0.1001
pal1,1% PAL,waccm_eq,0.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,5.764,7.004,62.3,0.2009,78.82,3.342,4.264,4.734
pal1,1% PAL,waccm_eq,5.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,5.723,6.957,61.99,0.1987,78.15,3.312,4.229,4.696
pal1,1% PAL,waccm_eq,10.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,5.606,6.819,61.06,0.1923,76.18,3.224,4.125,4.586
pal1,1% PAL,waccm_eq,15.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,5.412,6.591,59.53,0.1819,72.96,3.081,3.956,4.405
pal1,1% PAL,waccm_eq,20.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,5.146,6.28,57.42,0.168,68.6,2.888,3.727,4.161
pal1,1% PAL,waccm_eq,25.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,4.816,5.891,54.75,0.1513,63.24,2.652,3.446,3.86
pal1,1% PAL,waccm_eq,30.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,4.427,5.433,51.54,0.1325,57.04,2.381,3.121,3.512
pal1,1% PAL,waccm_eq,35.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,3.998,4.924,47.86,0.1126,50.3,2.088,2.767,3.131
pal1,1% PAL,waccm_eq,40.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,3.531,4.369,43.74,0.09251,43.18,1.78,2.394,2.727
pal1,1% PAL,waccm_eq,45.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,3.043,3.787,39.25,0.07313,35.96,1.471,2.015,2.315
pal1,1% PAL,waccm_eq,50.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,2.549,3.193,34.47,0.05531,28.92,1.173,1.644,1.908
pal1,1% PAL,waccm_eq,55.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,2.064,2.607,29.48,0.03977,22.33,0.8972,1.295,1.522
pal1,1% PAL,waccm_eq,60.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,1.604,2.046,24.39,0.02699,16.44,0.6532,0.9785,1.167
pal1,1% PAL,waccm_eq,65.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,1.186,1.53,19.34,0.01717,11.43,0.4486,0.7047,0.8546
pal1,1% PAL,waccm_eq,70.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,0.8221,1.075,14.49,0.01022,7.428,0.2876,0.479,0.5916
pal1,1% PAL,waccm_eq,75.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,0.5231,0.6944,10.02,0.005705,4.454,0.1697,0.303,0.3808
pal1,1% PAL,waccm_eq,80.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,0.2932,0.3954,6.132,0.003018,2.414,0.09042,0.1732,0.2207
pal1,1% PAL,waccm_eq,85.0,49.4895,Earth_1pc_o2.cam.h0.0045-0048.nc,0.1318,0.1791,2.96,0.001472,1.116,0.04148,0.08198,0.1049
pal10,10% PAL,atmos,0.0,229.7349,PTZ_mixingratios_out.dist,2.457,3.466,61.46,0.01275,16.19,0.5602,1.408,1.878
pal10,10% PAL,atmos,5.0,229.7349,PTZ_mixingratios_out.dist,2.437,3.44,61.15,0.01258,16.03,0.5539,1.398,1.865
pal10,10% PAL,atmos,10.0,229.7349,PTZ_mixingratios_out.dist,2.376,3.36,60.23,0.01208,15.55,0.5355,1.367,1.828
pal10,10% PAL,atmos,15.0,229.7349,PTZ_mixingratios_out.dist,2.277,3.23,58.71,0.01126,14.77,0.5054,1.317,1.766
pal10,10% PAL,atmos,20.0,229.7349,PTZ_mixingratios_out.dist,2.143,3.053,56.61,0.01023,13.75,0.4663,1.25,1.684
pal10,10% PAL,atmos,25.0,229.7349,PTZ_mixingratios_out.dist,1.977,2.834,53.95,0.008999,12.51,0.4188,1.167,1.581
pal10,10% PAL,atmos,30.0,229.7349,PTZ_mixingratios_out.dist,1.785,2.579,50.77,0.007662,11.11,0.3655,1.071,1.462
pal10,10% PAL,atmos,35.0,229.7349,PTZ_mixingratios_out.dist,1.574,2.296,47.11,0.006296,9.61,0.3089,0.9652,1.329
pal10,10% PAL,atmos,40.0,229.7349,PTZ_mixingratios_out.dist,1.35,1.993,43.02,0.004974,8.076,0.2519,0.8529,1.186
pal10,10% PAL,atmos,45.0,229.7349,PTZ_mixingratios_out.dist,1.122,1.681,38.56,0.00376,6.57,0.1969,0.7373,1.037
pal10,10% PAL,atmos,50.0,229.7349,PTZ_mixingratios_out.dist,0.8969,1.369,33.82,0.002704,5.153,0.1463,0.6218,0.8861
pal10,10% PAL,atmos,55.0,229.7349,PTZ_mixingratios_out.dist,0.6844,1.069,28.88,0.001837,3.874,0.1024,0.5095,0.7364
pal10,10% PAL,atmos,60.0,229.7349,PTZ_mixingratios_out.dist,0.4925,0.7922,23.84,0.001167,2.772,0.06638,0.4033,0.5918
pal10,10% PAL,atmos,65.0,229.7349,PTZ_mixingratios_out.dist,0.3286,0.5486,18.85,0.0006868,1.871,0.03913,0.3058,0.4558
pal10,10% PAL,atmos,70.0,229.7349,PTZ_mixingratios_out.dist,0.1981,0.3472,14.06,0.0003702,1.175,0.02043,0.2194,0.3319
pal10,10% PAL,atmos,75.0,229.7349,PTZ_mixingratios_out.dist,0.1037,0.1934,9.671,0.0001815,0.6735,0.0092,0.1457,0.2235
pal10,10% PAL,atmos,80.0,229.7349,PTZ_mixingratios_out.dist,0.04437,0.08875,5.867,8.113e-05,0.3403,0.003611,0.08589,0.1334
pal10,10% PAL,atmos,85.0,229.7349,PTZ_mixingratios_out.dist,0.01494,0.03029,2.793,3.297e-05,0.1395,0.00141,0.03983,0.06278
pal10,10% PAL,kasting,0.0,238.8993,OUTPUT_PLOT.dat,2.396,3.396,61.43,0.01194,15.59,0.5342,1.384,1.853
pal10,10% PAL,kasting,5.0,238.8993,OUTPUT_PLOT.dat,2.376,3.37,61.12,0.01178,15.43,0.5283,1.373,1.841
pal10,10% PAL,kasting,10.0,238.8993,OUTPUT_PLOT.dat,2.316,3.292,60.2,0.01131,14.97,0.5106,1.344,1.804
pal10,10% PAL,kasting,15.0,238.8993,OUTPUT_PLOT.dat,2.219,3.163,58.68,0.01055,14.23,0.482,1.295,1.744
pal10,10% PAL,kasting,20.0,238.8993,OUTPUT_PLOT.dat,2.087,2.989,56.58,0.009569,13.24,0.444,1.229,1.663
pal10,10% PAL,kasting,25.0,238.8993,OUTPUT_PLOT.dat,1.924,2.772,53.92,0.008404,12.03,0.398,1.147,1.562
pal10,10% PAL,kasting,30.0,238.8993,OUTPUT_PLOT.dat,1.735,2.521,50.74,0.007152,10.68,0.3467,1.053,1.444
pal10,10% PAL,kasting,35.0,238.8993,OUTPUT_PLOT.dat,1.529,2.243,47.08,0.005877,9.24,0.2929,0.9503,1.314
pal10,10% PAL,kasting,40.0,238.8993,OUTPUT_PLOT.dat,1.309,1.945,42.99,0.004638,7.762,0.2382,0.8402,1.174
pal10,10% PAL,kasting,45.0,238.8993,OUTPUT_PLOT.dat,1.086,1.638,38.54,0.003502,6.313,0.1857,0.7269,1.027
pal10,10% PAL,kasting,50.0,238.8993,OUTPUT_PLOT.dat,0.8661,1.332,33.79,0.002515,4.949,0.1375,0.6135,0.8779
pal10,10% PAL,kasting,55.0,238.8993,OUTPUT_PLOT.dat,0.6594,1.038,28.85,0.001707,3.722,0.09584,0.5032,0.7302
pal10,10% PAL,kasting,60.0,238.8993,OUTPUT_PLOT.dat,0.4732,0.7677,23.82,0.001086,2.666,0.06193,0.3989,0.5873
pal10,10% PAL,kasting,65.0,238.8993,OUTPUT_PLOT.dat,0.315,0.5308,18.83,0.0006427,1.804,0.03648,0.303,0.453
pal10,10% PAL,kasting,70.0,238.8993,OUTPUT_PLOT.dat,0.1901,0.336,14.05,0.0003526,1.141,0.01925,0.2179,0.3304
pal10,10% PAL,kasting,75.0,238.8993,OUTPUT_PLOT.dat,0.101,0.1888,9.66,0.0001806,0.6653,0.009076,0.1453,0.2231
pal10,10% PAL,kasting,80.0,238.8993,OUTPUT_PLOT.dat,0.0459,0.09005,5.863,8.822e-05,0.3487,0.004059,0.08612,0.1336
pal10,10% PAL,kasting,85.0,238.8993,OUTPUT_PLOT.dat,0.01836,0.0351,2.798,4.093e-05,0.1537,0.001914,0.04042,0.06337
pal10,10% PAL,photochem,0.0,261.5609,Earth_10pc_48.2.txt,2.222,3.197,61.33,0.009799,13.92,0.4624,1.316,1.786
pal10,10% PAL,photochem,5.0,261.5609,Earth_10pc_48.2.txt,2.203,3.172,61.02,0.009667,13.79,0.4571,1.307,1.774
pal10,10% PAL,photochem,10.0,261.5609,Earth_10pc_48.2.txt,2.147,3.097,60.1,0.009279,13.38,0.4416,1.279,1.74
pal10,10% PAL,photochem,15.0,261.5609,Earth_10pc_48.2.txt,2.055,2.975,58.58,0.008662,12.72,0.4165,1.234,1.683
pal10,10% PAL,photochem,20.0,261.5609,Earth_10pc_48.2.txt,1.931,2.809,56.48,0.007853,11.83,0.383,1.172,1.606
pal10,10% PAL,photochem,25.0,261.5609,Earth_10pc_48.2.txt,1.778,2.603,53.83,0.006905,10.76,0.3429,1.096,1.51
pal10,10% PAL,photochem,30.0,261.5609,Earth_10pc_48.2.txt,1.6,2.363,50.65,0.005875,9.556,0.2981,1.008,1.399
pal10,10% PAL,photochem,35.0,261.5609,Earth_10pc_48.2.txt,1.406,2.099,46.99,0.004823,8.269,0.2507,0.911,1.275
pal10,10% PAL,photochem,40.0,261.5609,Earth_10pc_48.2.txt,1.201,1.816,42.91,0.003807,6.952,0.203,0.8074,1.141
pal10,10% PAL,photochem,45.0,261.5609,Earth_10pc_48.2.txt,0.9919,1.525,38.46,0.002875,5.66,0.1573,0.7004,1.0
pal10,10% PAL,photochem,50.0,261.5609,Earth_10pc_48.2.txt,0.7874,1.236,33.72,0.002065,4.443,0.1157,0.5929,0.8572
pal10,10% PAL,photochem,55.0,261.5609,Earth_10pc_48.2.txt,0.5954,0.9586,28.78,0.001401,3.346,0.07987,0.4878,0.7147
pal10,10% PAL,photochem,60.0,261.5609,Earth_10pc_48.2.txt,0.4236,0.7044,23.76,0.0008908,2.401,0.05095,0.3878,0.5763
pal10,10% PAL,photochem,65.0,261.5609,Earth_10pc_48.2.txt,0.2786,0.4827,18.78,0.000526,1.627,0.02946,0.2954,0.4454
pal10,10% PAL,photochem,70.0,261.5609,Earth_10pc_48.2.txt,0.1652,0.3016,14.0,0.0002866,1.03,0.01511,0.2129,0.3255
pal10,10% PAL,photochem,75.0,261.5609,Earth_10pc_48.2.txt,0.08523,0.166,9.623,0.0001442,0.5981,0.006803,0.1421,0.2199
pal10,10% PAL,photochem,80.0,261.5609,Earth_10pc_48.2.txt,0.03683,0.07622,5.834,6.727e-05,0.3091,0.002816,0.08413,0.1316
pal10,10% PAL,photochem,85.0,261.5609,Earth_10pc_48.2.txt,0.01342,0.02752,2.779,2.793e-05,0.1304,0.001163,0.03919,0.06214
pal10,10% PAL,vulcan,0.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.787,3.839,61.62,0.01789,19.75,0.7132,1.552,2.022
pal10,10% PAL,vulcan,5.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.764,3.809,61.31,0.01765,19.55,0.7054,1.541,2.008
pal10,10% PAL,vulcan,10.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.697,3.723,60.39,0.01695,18.97,0.6826,1.506,1.966
pal10,10% PAL,vulcan,15.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.588,3.582,58.87,0.01583,18.03,0.6456,1.449,1.898
pal10,10% PAL,vulcan,20.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.438,3.389,56.76,0.01436,16.77,0.5962,1.372,1.806
pal10,10% PAL,vulcan,25.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.254,3.15,54.09,0.01263,15.25,0.5368,1.277,1.691
pal10,10% PAL,vulcan,30.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,2.04,2.871,50.91,0.01075,13.52,0.4699,1.168,1.559
pal10,10% PAL,vulcan,35.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.804,2.561,47.25,0.008826,11.68,0.3987,1.049,1.412
pal10,10% PAL,vulcan,40.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.553,2.229,43.15,0.006959,9.792,0.3264,0.9222,1.255
pal10,10% PAL,vulcan,45.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.295,1.885,38.69,0.005244,7.939,0.2564,0.7926,1.093
pal10,10% PAL,vulcan,50.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,1.04,1.54,33.93,0.00375,6.194,0.1915,0.664,0.9283
pal10,10% PAL,vulcan,55.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.7977,1.207,28.98,0.002525,4.624,0.1347,0.54,0.7669
pal10,10% PAL,vulcan,60.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.577,0.8971,23.93,0.001584,3.275,0.0878,0.424,0.6125
pal10,10% PAL,vulcan,65.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.3867,0.6231,18.92,0.0009144,2.18,0.0519,0.3188,0.4688
pal10,10% PAL,vulcan,70.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.2338,0.3948,14.12,0.0004809,1.345,0.02707,0.2268,0.3393
pal10,10% PAL,vulcan,75.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.1223,0.2196,9.71,0.0002299,0.756,0.01214,0.1495,0.2273
pal10,10% PAL,vulcan,80.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.05225,0.1004,5.889,0.0001024,0.3764,0.00481,0.08764,0.1351
pal10,10% PAL,vulcan,85.0,202.8367,Earth_10pc_o2_1e12s_48.2SZA_WPT_1rtol.vul,0.0181,0.03487,2.802,4.368e-05,0.1555,0.001986,0.0406,0.06356
pal10,10% PAL,waccm,0.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,3.122,4.208,61.75,0.02547,24.12,0.8993,1.733,2.202
pal10,10% PAL,waccm,5.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,3.097,4.177,61.44,0.02513,23.88,0.8899,1.719,2.186
pal10,10% PAL,waccm,10.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,3.024,4.085,60.52,0.02415,23.18,0.862,1.679,2.14
pal10,10% PAL,waccm,15.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,2.905,3.933,59.0,0.02258,22.05,0.8169,1.614,2.063
pal10,10% PAL,waccm,20.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,2.741,3.726,56.89,0.0205,20.51,0.7556,1.525,1.959
pal10,10% PAL,waccm,25.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,2.542,3.471,54.22,0.01809,18.69,0.6838,1.418,1.832
pal10,10% PAL,waccm,30.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,2.31,3.173,51.04,0.01544,16.6,0.6017,1.294,1.685
pal10,10% PAL,waccm,35.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,2.052,2.841,47.37,0.01273,14.37,0.5141,1.158,1.522
pal10,10% PAL,waccm,40.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,1.777,2.484,43.27,0.01008,12.08,0.4248,1.015,1.348
pal10,10% PAL,waccm,45.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,1.493,2.112,38.8,0.007646,9.816,0.3375,0.8684,1.168
pal10,10% PAL,waccm,50.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,1.213,1.741,34.04,0.005522,7.695,0.2567,0.7246,0.9889
pal10,10% PAL,waccm,55.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,0.9443,1.379,29.08,0.003767,5.775,0.1848,0.5865,0.8135
pal10,10% PAL,waccm,60.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,0.6975,1.042,24.03,0.002409,4.123,0.1245,0.4584,0.6468
pal10,10% PAL,waccm,65.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,0.482,0.7403,19.02,0.001431,2.774,0.07736,0.3431,0.4931
pal10,10% PAL,waccm,70.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,0.3053,0.4856,14.21,0.0007843,1.739,0.04344,0.2432,0.3557
pal10,10% PAL,waccm,75.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,0.1717,0.2854,9.786,0.0003955,0.9986,0.02162,0.1599,0.2377
pal10,10% PAL,waccm,80.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,0.08166,0.1424,5.954,0.000185,0.5104,0.009523,0.09379,0.1413
pal10,10% PAL,waccm,85.0,164.6198,Earth_10pc_o2.cam.h0.0037-0040.nc,0.03075,0.05463,2.849,7.975e-05,0.2157,0.003867,0.04373,0.06668
pal10,10% PAL,waccm_eq,0.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,3.565,4.692,61.89,0.03821,30.61,1.175,2.004,2.474
pal10,10% PAL,waccm_eq,5.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,3.538,4.658,61.59,0.03772,30.31,1.163,1.988,2.456
pal10,10% PAL,waccm_eq,10.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,3.457,4.557,60.66,0.03627,29.43,1.128,1.94,2.401
pal10,10% PAL,waccm_eq,15.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,3.324,4.392,59.14,0.03396,28.01,1.071,1.863,2.312
pal10,10% PAL,waccm_eq,20.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,3.144,4.167,57.03,0.03092,26.1,0.9939,1.758,2.192
pal10,10% PAL,waccm_eq,25.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,2.92,3.887,54.36,0.02732,23.79,0.9011,1.629,2.044
pal10,10% PAL,waccm_eq,30.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,2.66,3.56,51.17,0.02338,21.16,0.796,1.482,1.873
pal10,10% PAL,waccm_eq,35.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,2.371,3.195,47.49,0.01932,18.33,0.6833,1.321,1.684
pal10,10% PAL,waccm_eq,40.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,2.061,2.801,43.39,0.01535,15.42,0.5679,1.151,1.484
pal10,10% PAL,waccm_eq,45.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,1.742,2.392,38.92,0.01166,12.54,0.4547,0.9793,1.279
pal10,10% PAL,waccm_eq,50.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,1.423,1.979,34.15,0.008423,9.819,0.3483,0.8105,1.075
pal10,10% PAL,waccm_eq,55.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,1.116,1.576,29.18,0.005735,7.349,0.253,0.6501,0.877
pal10,10% PAL,waccm_eq,60.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,0.8305,1.197,24.12,0.003644,5.216,0.172,0.5025,0.691
pal10,10% PAL,waccm_eq,65.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,0.5786,0.8558,19.09,0.002134,3.472,0.1077,0.3714,0.5214
pal10,10% PAL,waccm_eq,70.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,0.3688,0.5639,14.27,0.001138,2.138,0.0605,0.2595,0.3721
pal10,10% PAL,waccm_eq,75.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,0.2073,0.3311,9.832,0.000549,1.193,0.02959,0.1681,0.2459
pal10,10% PAL,waccm_eq,80.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,0.09633,0.1625,5.982,0.0002431,0.5862,0.01236,0.09714,0.1446
pal10,10% PAL,waccm_eq,85.0,136.3349,Earth_10pc_o2.cam.h0.0037-0040.nc,0.03408,0.0593,2.858,0.0001031,0.2391,0.004762,0.0448,0.06776
pal100,100% PAL,atmos,0.0,259.2118,PTZ_mixingratios_out.dist,2.262,3.244,61.35,0.01014,14.24,0.4763,1.329,1.799
pal100,100% PAL,atmos,5.0,259.2118,PTZ_mixingratios_out.dist,2.243,3.218,61.04,0.01,14.1,0.4709,1.319,1.787
pal100,100% PAL,atmos,10.0,259.2118,PTZ_mixingratios_out.dist,2.186,3.142,60.12,0.009602,13.68,0.4549,1.291,1.752
pal100,100% PAL,atmos,15.0,259.2118,PTZ_mixingratios_out.dist,2.093,3.018,58.6,0.008963,13.0,0.4291,1.245,1.694
pal100,100% PAL,atmos,20.0,259.2118,PTZ_mixingratios_out.dist,1.966,2.85,56.5,0.008128,12.1,0.3948,1.183,1.616
pal100,100% PAL,atmos,25.0,259.2118,PTZ_mixingratios_out.dist,1.811,2.641,53.84,0.007147,11.0,0.3536,1.106,1.52
pal100,100% PAL,atmos,30.0,259.2118,PTZ_mixingratios_out.dist,1.631,2.399,50.66,0.006081,9.768,0.3074,1.017,1.407
pal100,100% PAL,atmos,35.0,259.2118,PTZ_mixingratios_out.dist,1.433,2.13,47.0,0.004991,8.447,0.2586,0.9181,1.282
pal100,100% PAL,atmos,40.0,259.2118,PTZ_mixingratios_out.dist,1.223,1.842,42.92,0.003937,7.096,0.2094,0.8131,1.146
pal100,100% PAL,atmos,45.0,259.2118,PTZ_mixingratios_out.dist,1.01,1.546,38.47,0.002968,5.769,0.1622,0.7047,1.005
pal100,100% PAL,atmos,50.0,259.2118,PTZ_mixingratios_out.dist,0.8007,1.251,33.73,0.002126,4.519,0.1191,0.5958,0.8601
